,Data,TempMaxima
6428,1969-10-20,21.2
6430,1969-10-21,24.8
6432,1969-10-22,29.8
6434,1969-10-23,26.5
6436,1969-10-24,22.6
6438,1969-10-25,21.6
6440,1969-10-26,22.5
6442,1969-10-27,27.8
6444,1969-10-28,30.8
6446,1969-10-29,28.6
6448,1969-10-30,26.2
6450,1969-10-31,27.4
6452,1969-11-01,25.5
6454,1969-11-02,27.8
6456,1969-11-03,25.0
6458,1969-11-04,25.9
6460,1969-11-05,29.9
6462,1969-11-06,33.0
6464,1969-11-07,31.6
6466,1969-11-08,35.3
6468,1969-11-09,29.7
6470,1969-11-10,25.8
6472,1969-11-11,21.2
6474,1969-11-12,24.0
6476,1969-11-13,25.1
6478,1969-11-14,27.9
6480,1969-11-15,28.6
6482,1969-11-16,30.4
6484,1969-11-17,32.7
6486,1969-11-18,29.4
6488,1969-11-19,27.6
6490,1969-11-20,27.2
6492,1969-11-21,26.0
6494,1969-11-22,31.4
6496,1969-11-23,26.4
6498,1969-11-24,26.9
6500,1969-11-25,24.6
6502,1969-11-26,23.6
6504,1969-11-27,25.8
6506,1969-11-28,29.5
6508,1969-11-29,28.7
6510,1969-11-30,28.8
6512,1969-12-01,24.5
6514,1969-12-02,25.5
6516,1969-12-03,24.9
6518,1969-12-04,24.7
6520,1969-12-05,24.7
6522,1969-12-06,25.8
6524,1969-12-07,25.6
6526,1969-12-08,27.6
6528,1969-12-09,24.9
6530,1969-12-10,25.7
6532,1969-12-11,24.6
6534,1969-12-12,27.4
6536,1969-12-13,33.7
6538,1969-12-14,29.3
6540,1969-12-15,25.2
6542,1969-12-16,25.4
6544,1969-12-17,24.8
6546,1969-12-18,27.7
6548,1969-12-19,28.5
6550,1969-12-20,29.5
6552,1969-12-21,28.5
6554,1969-12-22,33.4
6556,1969-12-23,30.0
6558,1969-12-24,27.0
6560,1969-12-25,21.8
6562,1969-12-26,24.8
6564,1969-12-27,25.8
6566,1969-12-28,26.9
6568,1969-12-29,28.5
6570,1969-12-30,28.5
6572,1969-12-31,30.0
6574,1970-01-01,30.9
6576,1970-01-02,31.3
6578,1970-01-03,30.5
6580,1970-01-04,31.4
6582,1970-01-05,30.0
6584,1970-01-06,30.2
6586,1970-01-07,34.8
6588,1970-01-08,29.7
6590,1970-01-09,34.2
6592,1970-01-10,26.8
6594,1970-01-11,25.9
6596,1970-01-12,24.6
6598,1970-01-13,28.2
6600,1970-01-14,32.0
6602,1970-01-15,32.6
6604,1970-01-16,30.8
6606,1970-01-17,28.0
6608,1970-01-18,26.4
6610,1970-01-19,26.2
6612,1970-01-20,30.3
6614,1970-01-21,24.7
6616,1970-01-22,27.0
6618,1970-01-23,27.3
6620,1970-01-24,26.9
6622,1970-01-25,29.4
6624,1970-01-26,28.3
6626,1970-01-27,28.6
6628,1970-01-28,28.3
6630,1970-01-29,28.4
6632,1970-01-30,36.4
6634,1970-01-31,30.2
6636,1970-02-01,30.6
6638,1970-02-02,30.3
6640,1970-02-03,33.4
6642,1970-02-04,34.2
6644,1970-02-05,35.3
6646,1970-02-06,35.0
6648,1970-02-07,31.3
6650,1970-02-08,33.8
6652,1970-02-09,33.7
6654,1970-02-10,29.2
6656,1970-02-11,28.8
6658,1970-02-12,29.6
6660,1970-02-13,30.7
6662,1970-02-14,28.7
6664,1970-02-15,27.8
6666,1970-02-16,30.4
6668,1970-02-17,30.9
6670,1970-02-18,28.5
6672,1970-02-19,26.1
6674,1970-02-20,30.3
6676,1970-02-21,34.0
6678,1970-02-22,29.4
6680,1970-02-23,28.9
6682,1970-02-24,27.0
6684,1970-02-25,27.3
6686,1970-02-26,26.8
6688,1970-02-27,27.7
6690,1970-02-28,28.3
6692,1970-03-01,28.7
6694,1970-03-02,28.2
6696,1970-03-03,28.0
6698,1970-03-04,28.1
6700,1970-03-05,28.0
6702,1970-03-06,27.8
6704,1970-03-07,28.6
6706,1970-03-08,33.0
6708,1970-03-09,31.6
6710,1970-03-10,33.8
6712,1970-03-11,34.8
6714,1970-03-12,31.3
6716,1970-03-13,28.7
6718,1970-03-14,25.4
6720,1970-03-15,28.1
6722,1970-03-16,33.6
6724,1970-03-17,34.0
6726,1970-03-18,27.0
6728,1970-03-19,28.3
6730,1970-03-20,28.8
6732,1970-03-21,30.4
6734,1970-03-22,30.4
6736,1970-03-23,29.0
6738,1970-03-24,33.6
6740,1970-03-25,30.2
6742,1970-03-26,25.7
6744,1970-03-27,26.0
6746,1970-03-28,25.8
6748,1970-03-29,27.4
6750,1970-03-30,30.0
6752,1970-03-31,28.0
6754,1970-04-01,27.8
6756,1970-04-02,32.1
6758,1970-04-03,33.8
6760,1970-04-04,28.4
6762,1970-04-05,26.9
6764,1970-04-06,25.7
6766,1970-04-07,24.6
6768,1970-04-08,23.5
6770,1970-04-09,25.7
6772,1970-04-10,24.8
6774,1970-04-11,25.4
6776,1970-04-12,26.7
6778,1970-04-13,25.9
6780,1970-04-14,28.7
6782,1970-04-15,26.9
6784,1970-04-16,27.2
6786,1970-04-17,27.0
6788,1970-04-18,26.8
6790,1970-04-19,27.3
6792,1970-04-20,26.4
6794,1970-04-21,26.5
6796,1970-04-22,31.5
6798,1970-04-23,26.8
6800,1970-04-24,27.7
6802,1970-04-25,30.3
6804,1970-04-26,31.6
6806,1970-04-27,31.6
6808,1970-04-28,26.5
6810,1970-04-29,24.4
6812,1970-04-30,23.4
6814,1970-05-01,27.7
6816,1970-05-02,29.1
6818,1970-05-03,26.1
6820,1970-05-04,27.2
6822,1970-05-05,32.7
6824,1970-05-06,32.8
6826,1970-05-07,28.3
6828,1970-05-08,29.5
6830,1970-05-09,27.3
6832,1970-05-10,28.7
6834,1970-05-11,27.5
6836,1970-05-12,24.6
6838,1970-05-13,25.5
6840,1970-05-14,24.9
6842,1970-05-15,26.8
6844,1970-05-16,28.7
6846,1970-05-17,28.2
6848,1970-05-18,26.7
6850,1970-05-19,31.2
6852,1970-05-20,31.8
6854,1970-05-21,23.8
6856,1970-05-22,21.7
6858,1970-05-23,23.4
6860,1970-05-24,24.4
6862,1970-05-25,23.4
6864,1970-05-26,25.3
6866,1970-05-27,28.7
6868,1970-05-28,26.6
6870,1970-05-29,27.7
6872,1970-05-30,27.5
6874,1970-05-31,28.7
6876,1970-06-01,27.7
6878,1970-06-02,29.7
6880,1970-06-03,26.2
6882,1970-06-04,29.3
6884,1970-06-05,31.0
6886,1970-06-06,30.4
6888,1970-06-07,31.9
6890,1970-06-08,29.6
6892,1970-06-09,25.6
6894,1970-06-10,25.7
6896,1970-06-11,26.0
6898,1970-06-12,28.3
6900,1970-06-13,31.6
6902,1970-06-14,28.7
6904,1970-06-15,24.7
6906,1970-06-16,22.8
6908,1970-06-17,25.8
6910,1970-06-18,28.1
6912,1970-06-19,25.8
6914,1970-06-20,25.4
6916,1970-06-21,26.8
6918,1970-06-22,29.4
6920,1970-06-23,26.1
6922,1970-06-24,22.8
6924,1970-06-25,19.0
6926,1970-06-26,21.4
6928,1970-06-27,23.1
6930,1970-06-28,26.8
6932,1970-06-29,29.6
6934,1970-06-30,24.8
6936,1970-07-01,27.8
6938,1970-07-02,24.1
6940,1970-07-03,21.8
6942,1970-07-04,24.4
6944,1970-07-05,25.4
6946,1970-07-06,25.8
6948,1970-07-07,28.1
6950,1970-07-08,26.8
6952,1970-07-09,22.3
6954,1970-07-10,20.8
6956,1970-07-11,21.6
6958,1970-07-12,23.2
6960,1970-07-13,23.1
6962,1970-07-14,23.5
6964,1970-07-15,21.9
6966,1970-07-16,22.4
6968,1970-07-17,24.4
6970,1970-07-18,24.4
6972,1970-07-19,25.4
6974,1970-07-20,25.9
6976,1970-07-21,24.8
6978,1970-07-22,22.4
6980,1970-07-23,22.4
6982,1970-07-24,22.4
6984,1970-07-25,22.0
6986,1970-07-26,22.8
6988,1970-07-27,27.9
6990,1970-07-28,29.6
6992,1970-07-29,24.6
6994,1970-07-30,31.0
6996,1970-07-31,24.9
6998,1970-08-01,25.8
7000,1970-08-02,26.4
7002,1970-08-03,25.8
7004,1970-08-04,28.7
7006,1970-08-05,29.7
7008,1970-08-06,30.2
7010,1970-08-07,23.8
7012,1970-08-08,24.3
7014,1970-08-09,19.7
7016,1970-08-10,19.7
7018,1970-08-11,20.5
7020,1970-08-12,21.8
7022,1970-08-13,24.7
7024,1970-08-14,25.9
7026,1970-08-15,26.7
7028,1970-08-16,23.3
7030,1970-08-17,23.0
7032,1970-08-18,23.7
7034,1970-08-19,26.1
7036,1970-08-20,25.8
7038,1970-08-21,27.9
7040,1970-08-22,25.3
7042,1970-08-23,31.3
7044,1970-08-24,26.4
7046,1970-08-25,26.2
7048,1970-08-26,23.0
7050,1970-08-27,22.5
7052,1970-08-28,29.8
7054,1970-08-29,21.4
7056,1970-08-30,20.0
7058,1970-08-31,20.5
7060,1970-09-01,22.8
7062,1970-09-02,20.8
7064,1970-09-03,20.8
7066,1970-09-04,20.7
7068,1970-09-05,26.4
7070,1970-09-06,30.5
7072,1970-09-07,26.6
7074,1970-09-08,24.4
7076,1970-09-09,21.9
7078,1970-09-10,24.6
7080,1970-09-11,23.6
7082,1970-09-12,23.4
7084,1970-09-13,24.8
7086,1970-09-14,23.6
7088,1970-09-15,22.1
7090,1970-09-16,18.8
7092,1970-09-17,20.1
7094,1970-09-18,23.8
7096,1970-09-19,25.8
7098,1970-09-20,25.8
7100,1970-09-21,25.0
7102,1970-09-22,24.4
7104,1970-09-23,26.4
7106,1970-09-24,26.0
7108,1970-09-25,27.7
7110,1970-09-26,23.0
7112,1970-09-27,23.4
7114,1970-09-28,26.4
7116,1970-09-29,22.7
7118,1970-09-30,26.5
7120,1970-10-01,25.0
7122,1970-10-02,27.3
7124,1970-10-03,26.4
7126,1970-10-04,22.1
7128,1970-10-05,22.4
7130,1970-10-06,22.8
7132,1970-10-07,23.4
7134,1970-10-08,23.7
7136,1970-10-09,25.4
7138,1970-10-10,25.4
7140,1970-10-11,23.8
7142,1970-10-12,29.7
7144,1970-10-13,27.1
7146,1970-10-14,22.3
7148,1970-10-15,23.8
7150,1970-10-16,25.4
7152,1970-10-17,24.8
7154,1970-10-18,26.4
7156,1970-10-19,28.2
7158,1970-10-20,26.4
7160,1970-10-21,22.4
7162,1970-10-22,27.1
7164,1970-10-23,24.9
7166,1970-10-24,22.7
7168,1970-10-25,23.5
7170,1970-10-26,26.8
7172,1970-10-27,24.2
7174,1970-10-28,22.8
7176,1970-10-29,23.2
7178,1970-10-30,21.9
7180,1970-10-31,25.6
7182,1970-11-01,27.7
7184,1970-11-02,30.3
7186,1970-11-03,23.8
7188,1970-11-04,19.9
7190,1970-11-05,23.5
7192,1970-11-06,23.4
7194,1970-11-07,23.9
7196,1970-11-08,21.7
7198,1970-11-09,22.4
7200,1970-11-10,23.4
7202,1970-11-11,24.5
7204,1970-11-12,25.3
7206,1970-11-13,31.4
7208,1970-11-14,27.6
7210,1970-11-15,25.8
7212,1970-11-16,25.7
7214,1970-11-17,30.3
7216,1970-11-18,36.1
7218,1970-11-19,25.0
7220,1970-11-20,22.4
7222,1970-11-21,32.8
7224,1970-11-22,21.0
7226,1970-11-23,23.4
7228,1970-11-24,24.9
7230,1970-11-25,24.1
7232,1970-11-26,23.8
7234,1970-11-27,26.8
7236,1970-11-28,27.4
7238,1970-11-29,27.4
7240,1970-11-30,26.1
7242,1970-12-01,26.3
7244,1970-12-02,27.7
7246,1970-12-03,23.3
7248,1970-12-04,24.9
7250,1970-12-05,26.8
7252,1970-12-06,34.6
7254,1970-12-07,25.0
7256,1970-12-08,31.5
7258,1970-12-09,37.6
7260,1970-12-10,35.7
7262,1970-12-11,37.2
7264,1970-12-12,35.7
7266,1970-12-13,28.6
7268,1970-12-14,30.7
7270,1970-12-15,30.6
7272,1970-12-16,28.7
7274,1970-12-17,30.6
7276,1970-12-18,28.5
7278,1970-12-19,28.1
7280,1970-12-20,28.4
7282,1970-12-21,36.0
7284,1970-12-22,32.5
7286,1970-12-23,33.4
7288,1970-12-24,30.3
7290,1970-12-25,29.1
7292,1970-12-26,31.7
7294,1970-12-27,33.7
7296,1970-12-28,33.4
7298,1970-12-29,36.6
7300,1970-12-30,32.4
7302,1970-12-31,31.5
7304,1971-01-01,28.7
7306,1971-01-02,28.5
7308,1971-01-03,27.8
7310,1971-01-04,28.0
7312,1971-01-05,36.4
7314,1971-01-06,30.7
7316,1971-01-07,30.7
7318,1971-01-08,34.0
7320,1971-01-09,32.3
7322,1971-01-10,30.4
7324,1971-01-11,31.4
7326,1971-01-12,31.7
7328,1971-01-13,35.4
7330,1971-01-14,31.4
7332,1971-01-15,26.6
7334,1971-01-16,27.1
7336,1971-01-17,26.5
7338,1971-01-18,28.3
7340,1971-01-19,28.7
7342,1971-01-20,35.8
7344,1971-01-21,34.7
7346,1971-01-22,33.3
7348,1971-01-23,32.7
7350,1971-01-24,36.1
7352,1971-01-25,34.7
7354,1971-01-26,33.7
7356,1971-01-27,32.0
7358,1971-01-28,36.1
7360,1971-01-29,36.4
7362,1971-01-30,35.6
7364,1971-01-31,31.5
7366,1971-02-01,30.3
7368,1971-02-02,32.3
7370,1971-02-03,33.8
7372,1971-02-04,34.7
7374,1971-02-05,31.4
7376,1971-02-06,32.7
7378,1971-02-07,30.4
7380,1971-02-08,33.4
7382,1971-02-09,34.1
7384,1971-02-10,31.6
7386,1971-02-11,32.6
7388,1971-02-12,32.7
7390,1971-02-13,32.6
7392,1971-02-14,32.2
7394,1971-02-15,30.5
7396,1971-02-16,29.7
7398,1971-02-17,29.4
7400,1971-02-18,30.0
7402,1971-02-19,33.8
7404,1971-02-20,32.2
7406,1971-02-21,29.3
7408,1971-02-22,29.3
7410,1971-02-23,31.3
7412,1971-02-24,34.5
7414,1971-02-25,31.6
7416,1971-02-26,25.3
7418,1971-02-27,27.1
7420,1971-02-28,27.1
7422,1971-03-01,24.9
7424,1971-03-02,27.7
7426,1971-03-03,27.7
7428,1971-03-04,28.0
7430,1971-03-05,28.3
7432,1971-03-06,27.7
7434,1971-03-07,30.7
7436,1971-03-08,30.4
7438,1971-03-09,28.9
7440,1971-03-10,29.3
7442,1971-03-11,32.9
7444,1971-03-12,33.4
7446,1971-03-13,34.0
7448,1971-03-14,34.8
7450,1971-03-15,30.7
7452,1971-03-16,29.5
7454,1971-03-17,31.6
7456,1971-03-18,30.6
7458,1971-03-19,31.1
7460,1971-03-20,31.4
7462,1971-03-21,31.7
7464,1971-03-22,27.9
7466,1971-03-23,28.7
7468,1971-03-24,29.2
7470,1971-03-25,28.4
7472,1971-03-26,30.0
7474,1971-03-27,32.4
7476,1971-03-28,32.3
7478,1971-03-29,29.2
7480,1971-03-30,28.6
7482,1971-03-31,28.9
7484,1971-04-01,28.8
7486,1971-04-02,29.6
7488,1971-04-03,31.6
7490,1971-04-04,29.6
7492,1971-04-05,26.8
7494,1971-04-06,27.1
7496,1971-04-07,29.0
7498,1971-04-08,29.9
7500,1971-04-09,32.1
7502,1971-04-10,29.3
7504,1971-04-11,27.1
7506,1971-04-12,27.8
7508,1971-04-13,31.5
7510,1971-04-14,28.7
7512,1971-04-15,28.5
7514,1971-04-16,30.2
7516,1971-04-17,32.0
7518,1971-04-18,25.7
7520,1971-04-19,27.5
7522,1971-04-20,26.6
7524,1971-04-21,32.3
7526,1971-04-22,24.7
7528,1971-04-23,29.5
7530,1971-04-24,23.9
7532,1971-04-25,23.0
7534,1971-04-26,23.4
7536,1971-04-27,24.7
7538,1971-04-28,27.3
7540,1971-04-29,27.8
7542,1971-04-30,27.9
7544,1971-05-01,29.7
7546,1971-05-02,33.0
7548,1971-05-03,27.4
7550,1971-05-04,27.7
7552,1971-05-05,26.6
7554,1971-05-06,25.0
7556,1971-05-07,27.4
7558,1971-05-08,28.3
7560,1971-05-09,25.8
7562,1971-05-10,23.8
7564,1971-05-11,24.0
7566,1971-05-12,24.3
7568,1971-05-13,24.9
7570,1971-05-14,25.1
7572,1971-05-15,26.3
7574,1971-05-16,29.4
7576,1971-05-17,26.3
7578,1971-05-18,25.8
7580,1971-05-19,26.7
7582,1971-05-20,25.4
7584,1971-05-21,26.8
7586,1971-05-22,25.6
7588,1971-05-23,27.1
7590,1971-05-24,29.8
7592,1971-05-25,32.8
7594,1971-05-26,27.3
7596,1971-05-27,26.1
7598,1971-05-28,21.1
7600,1971-05-29,21.8
7602,1971-05-30,22.7
7604,1971-05-31,23.5
7606,1971-06-01,24.7
7608,1971-06-02,26.0
7610,1971-06-03,26.2
7612,1971-06-04,23.3
7614,1971-06-05,27.7
7616,1971-06-06,24.1
7618,1971-06-07,23.4
7620,1971-06-08,28.0
7622,1971-06-09,27.0
7624,1971-06-10,23.9
7626,1971-06-11,24.9
7628,1971-06-12,19.9
7630,1971-06-13,19.0
7632,1971-06-14,22.0
7634,1971-06-15,25.3
7636,1971-06-16,25.5
7638,1971-06-17,20.5
7640,1971-06-18,20.5
7642,1971-06-19,21.9
7644,1971-06-20,20.7
7646,1971-06-21,25.0
7648,1971-06-22,26.9
7650,1971-06-23,25.1
7652,1971-06-24,21.8
7654,1971-06-25,25.7
7656,1971-06-26,24.8
7658,1971-06-27,28.0
7660,1971-06-28,28.0
7662,1971-06-29,27.8
7664,1971-06-30,27.5
7666,1971-07-01,30.6
7668,1971-07-02,23.7
7670,1971-07-03,25.2
7672,1971-07-04,29.5
7674,1971-07-05,28.3
7676,1971-07-06,24.1
7678,1971-07-07,20.0
7680,1971-07-08,23.0
7682,1971-07-09,24.1
7684,1971-07-10,24.6
7686,1971-07-11,24.4
7688,1971-07-12,24.2
7690,1971-07-13,25.7
7692,1971-07-14,24.9
7694,1971-07-15,24.0
7696,1971-07-16,21.3
7698,1971-07-17,22.1
7700,1971-07-18,23.4
7702,1971-07-19,24.4
7704,1971-07-20,25.6
7706,1971-07-21,26.4
7708,1971-07-22,27.3
7710,1971-07-23,26.8
7712,1971-07-24,25.6
7714,1971-07-25,26.6
7716,1971-07-26,27.1
7718,1971-07-27,24.9
7720,1971-07-28,23.9
7722,1971-07-29,26.6
7724,1971-07-30,27.7
7726,1971-07-31,23.9
7728,1971-08-01,23.8
7730,1971-08-02,25.8
7732,1971-08-03,24.6
7734,1971-08-04,30.1
7736,1971-08-05,31.8
7738,1971-08-06,25.6
7740,1971-08-07,26.0
7742,1971-08-08,23.3
7744,1971-08-09,28.6
7746,1971-08-10,24.6
7748,1971-08-11,24.1
7750,1971-08-12,28.4
7752,1971-08-13,30.9
7754,1971-08-14,27.7
7756,1971-08-15,21.4
7758,1971-08-16,19.3
7760,1971-08-17,21.8
7762,1971-08-18,24.0
7764,1971-08-19,24.9
7766,1971-08-20,25.2
7768,1971-08-21,25.7
7770,1971-08-22,26.8
7772,1971-08-23,27.4
7774,1971-08-24,26.2
7776,1971-08-25,25.3
7778,1971-08-26,21.2
7780,1971-08-27,20.0
7782,1971-08-28,21.1
7784,1971-08-29,22.6
7786,1971-08-30,21.2
7788,1971-08-31,21.3
7790,1971-09-01,22.2
7792,1971-09-02,22.9
7794,1971-09-03,23.0
7796,1971-09-04,24.6
7798,1971-09-05,23.6
7800,1971-09-06,32.6
7802,1971-09-07,24.9
7804,1971-09-08,21.4
7806,1971-09-09,19.6
7808,1971-09-10,22.3
7810,1971-09-11,20.6
7812,1971-09-12,19.5
7814,1971-09-13,21.9
7816,1971-09-14,23.8
7818,1971-09-15,25.5
7820,1971-09-16,25.9
7822,1971-09-17,26.2
7824,1971-09-18,25.0
7826,1971-09-19,29.9
7828,1971-09-20,31.4
7830,1971-09-21,28.1
7832,1971-09-22,34.1
7834,1971-09-23,29.3
7836,1971-09-24,23.3
7838,1971-09-25,25.2
7840,1971-09-26,23.3
7842,1971-09-27,26.5
7844,1971-09-28,28.4
7846,1971-09-29,25.1
7848,1971-09-30,28.7
7850,1971-10-01,26.4
7852,1971-10-02,28.4
7854,1971-10-03,28.7
7856,1971-10-04,30.8
7858,1971-10-05,25.9
7860,1971-10-06,20.4
7862,1971-10-07,22.7
7864,1971-10-08,23.8
7866,1971-10-09,25.3
7868,1971-10-10,29.5
7870,1971-10-11,29.6
7872,1971-10-12,23.4
7874,1971-10-13,20.5
7876,1971-10-14,20.9
7878,1971-10-15,24.8
7880,1971-10-16,26.2
7882,1971-10-17,25.4
7884,1971-10-18,24.1
7886,1971-10-19,23.3
7888,1971-10-20,25.4
7890,1971-10-21,26.1
7892,1971-10-22,25.7
7894,1971-10-23,26.0
7896,1971-10-24,29.0
7898,1971-10-25,29.3
7900,1971-10-26,23.4
7902,1971-10-27,22.5
7904,1971-10-28,25.8
7906,1971-10-29,23.9
7908,1971-10-30,24.7
7910,1971-10-31,25.4
7912,1971-11-01,26.2
7914,1971-11-02,24.1
7916,1971-11-03,32.1
7918,1971-11-04,33.2
7920,1971-11-05,26.4
7922,1971-11-06,27.6
7924,1971-11-07,25.0
7926,1971-11-08,23.9
7928,1971-11-09,30.3
7930,1971-11-10,29.5
7932,1971-11-11,25.5
7934,1971-11-12,32.8
7936,1971-11-13,26.3
7938,1971-11-14,22.4
7940,1971-11-15,24.9
7942,1971-11-16,26.4
7944,1971-11-17,27.0
7946,1971-11-18,30.0
7948,1971-11-19,28.2
7950,1971-11-20,23.1
7952,1971-11-21,20.7
7954,1971-11-22,21.8
7956,1971-11-23,21.4
7958,1971-11-24,25.1
7960,1971-11-25,24.5
7962,1971-11-26,27.1
7964,1971-11-27,23.8
7966,1971-11-28,21.9
7968,1971-11-29,25.4
7970,1971-11-30,28.8
7972,1971-12-01,32.2
7974,1971-12-02,29.9
7976,1971-12-03,34.5
7978,1971-12-04,31.2
7980,1971-12-05,26.5
7982,1971-12-06,23.5
7984,1971-12-07,27.8
7986,1971-12-08,29.3
7988,1971-12-09,27.4
7990,1971-12-10,26.6
7992,1971-12-11,26.8
7994,1971-12-12,30.9
7996,1971-12-13,35.8
7998,1971-12-14,31.3
8000,1971-12-15,23.7
8002,1971-12-16,24.2
8004,1971-12-17,27.7
8006,1971-12-18,33.5
8008,1971-12-19,30.5
8010,1971-12-20,29.5
8012,1971-12-21,30.2
8014,1971-12-22,34.5
8016,1971-12-23,29.4
8018,1971-12-24,23.4
8020,1971-12-25,24.5
8022,1971-12-26,24.3
8024,1971-12-27,26.8
8026,1971-12-28,29.9
8028,1971-12-29,30.3
8030,1971-12-30,27.9
8032,1971-12-31,28.7
8034,1972-01-01,32.0
8036,1972-01-02,33.2
8038,1972-01-03,32.8
8040,1972-01-04,34.2
8042,1972-01-05,34.5
8044,1972-01-06,36.4
8046,1972-01-07,28.7
8048,1972-01-08,30.6
8050,1972-01-09,30.7
8052,1972-01-10,28.9
8054,1972-01-11,29.5
8056,1972-01-12,31.4
8058,1972-01-13,31.7
8060,1972-01-14,31.2
8062,1972-01-15,31.8
8064,1972-01-16,31.6
8066,1972-01-17,30.8
8068,1972-01-18,33.9
8070,1972-01-19,28.8
8072,1972-01-20,33.8
8074,1972-01-21,33.6
8076,1972-01-22,28.4
8078,1972-01-23,26.4
8080,1972-01-24,24.6
8082,1972-01-25,25.8
8084,1972-01-26,28.0
8086,1972-01-27,32.3
8088,1972-01-28,33.2
8090,1972-01-29,31.6
8092,1972-01-30,28.8
8094,1972-01-31,27.8
8096,1972-02-01,30.4
8098,1972-02-02,35.2
8100,1972-02-03,27.3
8102,1972-02-04,24.9
8104,1972-02-05,27.8
8106,1972-02-06,26.9
8108,1972-02-07,30.2
8110,1972-02-08,29.7
8112,1972-02-09,31.4
8114,1972-02-10,34.7
8116,1972-02-11,34.6
8118,1972-02-12,34.3
8120,1972-02-13,34.0
8122,1972-02-14,34.2
8124,1972-02-15,29.7
8126,1972-02-16,28.5
8128,1972-02-17,31.7
8130,1972-02-18,35.6
8132,1972-02-19,35.8
8134,1972-02-20,26.7
8136,1972-02-21,26.5
8138,1972-02-22,27.4
8140,1972-02-23,31.0
8142,1972-02-24,27.0
8144,1972-02-25,28.6
8146,1972-02-26,28.0
8148,1972-02-27,30.4
8150,1972-02-28,24.7
8152,1972-02-29,26.5
8154,1972-03-01,26.9
8156,1972-03-02,29.2
8158,1972-03-03,29.6
8160,1972-03-04,30.4
8162,1972-03-05,30.0
8164,1972-03-06,29.5
8166,1972-03-07,31.8
8168,1972-03-08,30.3
8170,1972-03-09,30.5
8172,1972-03-10,35.5
8174,1972-03-11,28.0
8176,1972-03-12,25.9
8178,1972-03-13,28.4
8180,1972-03-14,29.3
8182,1972-03-15,28.5
8184,1972-03-16,31.4
8186,1972-03-17,31.3
8188,1972-03-18,31.6
8190,1972-03-19,28.7
8192,1972-03-20,28.7
8194,1972-03-21,28.6
8196,1972-03-22,27.6
8198,1972-03-23,32.2
8200,1972-03-24,31.9
8202,1972-03-25,32.0
8204,1972-03-26,30.7
8206,1972-03-27,29.8
8208,1972-03-28,32.5
8210,1972-03-29,31.7
8212,1972-03-30,30.2
8214,1972-03-31,29.1
8216,1972-04-01,29.5
8218,1972-04-02,29.4
8220,1972-04-03,32.5
8222,1972-04-04,31.1
8224,1972-04-05,27.8
8226,1972-04-06,26.4
8228,1972-04-07,27.3
8230,1972-04-08,24.7
8232,1972-04-09,27.6
8234,1972-04-10,27.4
8236,1972-04-11,27.1
8238,1972-04-12,27.3
8240,1972-04-13,29.3
8242,1972-04-14,32.6
8244,1972-04-15,33.6
8246,1972-04-16,24.1
8248,1972-04-17,23.9
8250,1972-04-18,23.1
8252,1972-04-19,25.6
8254,1972-04-20,25.9
8256,1972-04-21,25.6
8258,1972-04-22,26.3
8260,1972-04-23,26.4
8262,1972-04-24,26.9
8264,1972-04-25,26.8
8266,1972-04-26,29.7
8268,1972-04-27,31.8
8270,1972-04-28,22.9
8272,1972-04-29,24.1
8274,1972-04-30,25.1
8276,1972-05-01,25.1
8278,1972-05-02,24.4
8280,1972-05-03,24.6
8282,1972-05-04,24.4
8284,1972-05-05,25.0
8286,1972-05-06,26.9
8288,1972-05-07,26.0
8290,1972-05-08,28.5
8292,1972-05-09,28.9
8294,1972-05-10,29.7
8296,1972-05-11,27.9
8298,1972-05-12,27.0
8300,1972-05-13,26.3
8302,1972-05-14,27.6
8304,1972-05-15,26.4
8306,1972-05-16,28.0
8308,1972-05-17,29.8
8310,1972-05-18,29.4
8312,1972-05-19,28.7
8314,1972-05-20,24.9
8316,1972-05-21,26.5
8318,1972-05-22,28.6
8320,1972-05-23,31.8
8322,1972-05-24,24.8
8324,1972-05-25,22.4
8326,1972-05-26,25.5
8328,1972-05-27,27.4
8330,1972-05-28,25.3
8332,1972-05-29,26.4
8334,1972-05-30,26.1
8336,1972-05-31,26.1
8338,1972-06-01,28.5
8340,1972-06-02,28.7
8342,1972-06-03,29.8
8344,1972-06-04,29.7
8346,1972-06-05,29.4
8348,1972-06-06,29.2
8350,1972-06-07,30.4
8352,1972-06-08,30.2
8354,1972-06-09,29.8
8356,1972-06-10,30.3
8358,1972-06-11,29.1
8360,1972-06-12,27.0
8362,1972-06-13,26.8
8364,1972-06-14,24.7
8366,1972-06-15,23.7
8368,1972-06-16,26.3
8370,1972-06-17,27.0
8372,1972-06-18,27.6
8374,1972-06-19,26.0
8376,1972-06-20,24.3
8378,1972-06-21,26.1
8380,1972-06-22,25.5
8382,1972-06-23,27.0
8384,1972-06-24,25.2
8386,1972-06-25,27.6
8388,1972-06-26,31.7
8390,1972-06-27,31.7
8392,1972-06-28,30.4
8394,1972-06-29,30.3
8396,1972-06-30,27.4
8398,1972-07-01,25.2
8400,1972-07-02,25.5
8402,1972-07-03,26.3
8404,1972-07-04,29.4
8406,1972-07-05,28.2
8408,1972-07-06,24.6
8410,1972-07-07,28.1
8412,1972-07-08,27.3
8414,1972-07-09,21.9
8416,1972-07-10,18.1
8418,1972-07-11,18.7
8420,1972-07-12,21.6
8422,1972-07-13,23.4
8424,1972-07-14,21.7
